Bait	Prey	PreyGene	IP	Intensity	IntensitySum	NumRep	Prob	iProb	ctrlIntensity	AvgP	MaxP	FDR
MEPCE	gi|4506331|gn|PTS:5805|	gi|4506331|gn|PTS:5805|	46_Swath_MEPCEJune7-Biorep3	0.840	0.840	1	0.00	0.00	1.03	0.0000	0.0000	0.9404
MEPCE	gi|54607072|gn|YBEY:54059|	gi|54607072|gn|YBEY:54059|	46_Swath_MEPCEJune7-Biorep3	1.417	1.417	1	0.88	0.88	.	0.8780	0.8780	0.0525
MEPCE	gi|4506127|gn|PRPS1:5631|	gi|4506127|gn|PRPS1:5631|	46_Swath_MEPCEJune7-Biorep3	2.199	2.199	1	0.00	0.00	1.83	0.0020	0.0020	0.6137
MEPCE	gi|4507677|gn|HSP90B1:7184|	gi|4507677|gn|HSP90B1:7184|	46_Swath_MEPCEJune7-Biorep3	3.974	3.974	1	0.00	0.00	3.64	0.0000	0.0000	0.9404
MEPCE	gi|4503481|gn|EEF1G:1937|	gi|4503481|gn|EEF1G:1937|	46_Swath_MEPCEJune7-Biorep3	1.570	1.570	1	0.00	0.00	1.62	0.0000	0.0000	0.9404
MEPCE	gi|11559923|gn|EIF4H:7458|	gi|11559923|gn|EIF4H:7458|	46_Swath_MEPCEJune7-Biorep3	0.369	0.369	1	0.00	0.00	0.74	0.0000	0.0000	0.9404
MEPCE	gi|4885379|gn|HIST1H1E:3008|	gi|4885379|gn|HIST1H1E:3008|	46_Swath_MEPCEJune7-Biorep3	4.808	4.808	1	0.00	0.00	3.73	0.0040	0.0040	0.5549
MEPCE	gi|4506609|gn|RPL19:6143|	gi|4506609|gn|RPL19:6143|	46_Swath_MEPCEJune7-Biorep3	2.381	2.381	1	0.01	0.01	1.44	0.0140	0.0140	0.4469
MEPCE	gi|109948304|gn|SMU1:55234|	gi|109948304|gn|SMU1:55234|	46_Swath_MEPCEJune7-Biorep3	0.235	0.235	1	0.00	0.00	0.26	0.0000	0.0000	0.9404
MEPCE	gi|116812577|gn|LUC7L2:51631|	gi|116812577|gn|LUC7L2:51631|	46_Swath_MEPCEJune7-Biorep3	4.683	4.683	1	0.00	0.00	3.87	0.0020	0.0020	0.6137
MEPCE	gi|221136939|gn|PRPF31:26121|	gi|221136939|gn|PRPF31:26121|	46_Swath_MEPCEJune7-Biorep3	4.254	4.254	1	0.39	0.39	1.28	0.3920	0.3920	0.2352
MEPCE	gi|21070976|gn|DIABLO:56616|	gi|21070976|gn|DIABLO:56616|	46_Swath_MEPCEJune7-Biorep3	0.695	0.695	1	0.57	0.57	0.16	0.5660	0.5660	0.1663
MEPCE	gi|4501881|gn|ACTA1:58|	gi|4501881|gn|ACTA1:58|	46_Swath_MEPCEJune7-Biorep3	3.622	3.622	1	0.00	0.00	4.50	0.0000	0.0000	0.9404
MEPCE	gi|303521310|gn|MEPCE:56257|	gi|303521310|gn|MEPCE:56257|	46_Swath_MEPCEJune7-Biorep3	3.249	3.249	1	0.99	0.99	.	0.9860	0.9860	0.0090
MEPCE	gi|21327708|gn|NAP1L1:4673|	gi|21327708|gn|NAP1L1:4673|	46_Swath_MEPCEJune7-Biorep3	1.135	1.135	1	0.00	0.00	1.87	0.0000	0.0000	0.9404
MEPCE	gi|4506691|gn|RPS16:6217|	gi|4506691|gn|RPS16:6217|	46_Swath_MEPCEJune7-Biorep3	3.124	3.124	1	0.00	0.00	2.62	0.0000	0.0000	0.9404
MEPCE	gi|55749531|gn|SF3B2:10992|	gi|55749531|gn|SF3B2:10992|	46_Swath_MEPCEJune7-Biorep3	0.763	0.763	1	0.00	0.00	0.75	0.0000	0.0000	0.9404
MEPCE	gi|116089325|gn|SREK1:140890|	gi|116089325|gn|SREK1:140890|	46_Swath_MEPCEJune7-Biorep3	0.600	0.600	1	0.00	0.00	0.66	0.0000	0.0000	0.9404
MEPCE	gi|4758256|gn|EIF2S1:1965|	gi|4758256|gn|EIF2S1:1965|	46_Swath_MEPCEJune7-Biorep3	0.705	0.705	1	0.00	0.00	1.25	0.0000	0.0000	0.9404
MEPCE	gi|13904870|gn|RPS5:6193|	gi|13904870|gn|RPS5:6193|	46_Swath_MEPCEJune7-Biorep3	2.446	2.446	1	0.00	0.00	2.03	0.0000	0.0000	0.9404
MEPCE	gi|33356163|gn|EIF1AY:9086|	gi|33356163|gn|EIF1AY:9086|	46_Swath_MEPCEJune7-Biorep3	1.115	1.115	1	0.00	0.00	0.82	0.0040	0.0040	0.5549
MEPCE	gi|4502891|gn|CLNS1A:1207|	gi|4502891|gn|CLNS1A:1207|	46_Swath_MEPCEJune7-Biorep3	2.884	2.884	1	0.00	0.00	2.20	0.0040	0.0040	0.5549
MEPCE	gi|5730023|gn|RUVBL2:10856|	gi|5730023|gn|RUVBL2:10856|	46_Swath_MEPCEJune7-Biorep3	0.443	0.443	1	0.00	0.00	0.66	0.0000	0.0000	0.9404
MEPCE	gi|10863927|gn|PPIA:5478|	gi|10863927|gn|PPIA:5478|	46_Swath_MEPCEJune7-Biorep3	0.923	0.923	1	0.00	0.00	0.70	0.0000	0.0000	0.9404
MEPCE	gi|167466173|gn|HSPA1B:3304|	gi|167466173|gn|HSPA1B:3304|	46_Swath_MEPCEJune7-Biorep3	3.658	3.658	1	0.00	0.00	3.74	0.0000	0.0000	0.9404
MEPCE	gi|34485722|gn|KPNA3:3839|	gi|34485722|gn|KPNA3:3839|	46_Swath_MEPCEJune7-Biorep3	0.903	0.903	1	0.88	0.88	.	0.8840	0.8840	0.0505
MEPCE	gi|116063573|gn|FLNA:2316|	gi|116063573|gn|FLNA:2316|	46_Swath_MEPCEJune7-Biorep3	3.657	3.657	1	0.00	0.00	3.18	0.0020	0.0020	0.6137
MEPCE	gi|5803036|gn|HNRNPA0:10949|	gi|5803036|gn|HNRNPA0:10949|	46_Swath_MEPCEJune7-Biorep3	1.847	1.847	1	0.01	0.01	1.07	0.0060	0.0060	0.5083
MEPCE	gi|300360505|gn|IPO8:10526|	gi|300360505|gn|IPO8:10526|	46_Swath_MEPCEJune7-Biorep3	0.233	0.233	1	0.00	0.00	0.18	0.0000	0.0000	0.9404
MEPCE	gi|84043963|gn|EIF5B:9669|	gi|84043963|gn|EIF5B:9669|	46_Swath_MEPCEJune7-Biorep3	0.468	0.468	1	0.00	0.00	0.65	0.0000	0.0000	0.9404
MEPCE	gi|321117267|gn|HSPE1-MOB4:100529241|	gi|321117267|gn|HSPE1-MOB4:100529241|	46_Swath_MEPCEJune7-Biorep3	0.300	0.300	1	0.00	0.00	0.31	0.0000	0.0000	0.9404
MEPCE	gi|5031981|gn|PSMD14:10213|	gi|5031981|gn|PSMD14:10213|	46_Swath_MEPCEJune7-Biorep3	0.449	0.449	1	0.00	0.00	0.86	0.0000	0.0000	0.9404
MEPCE	gi|33286418|gn|PKM:5315|	gi|33286418|gn|PKM:5315|	46_Swath_MEPCEJune7-Biorep3	4.428	4.428	1	0.00	0.00	5.09	0.0000	0.0000	0.9404
MEPCE	gi|387527972|gn|DCTN2:10540|	gi|387527972|gn|DCTN2:10540|	46_Swath_MEPCEJune7-Biorep3	1.207	1.207	1	0.00	0.00	1.08	0.0000	0.0000	0.9404
MEPCE	gi|4506649|gn|RPL3:6122|	gi|4506649|gn|RPL3:6122|	46_Swath_MEPCEJune7-Biorep3	2.181	2.181	1	0.99	0.99	.	0.9860	0.9860	0.0090
MEPCE	gi|426214088|gn|RCN2:5955|	gi|426214088|gn|RCN2:5955|	46_Swath_MEPCEJune7-Biorep3	1.135	1.135	1	0.00	0.00	0.98	0.0000	0.0000	0.9404
MEPCE	gi|33469968|gn|MCM7:4176|	gi|33469968|gn|MCM7:4176|	46_Swath_MEPCEJune7-Biorep3	0.655	0.655	1	0.00	0.00	0.70	0.0000	0.0000	0.9404
MEPCE	gi|58761500|gn|OLA1:29789|	gi|58761500|gn|OLA1:29789|	46_Swath_MEPCEJune7-Biorep3	0.286	0.286	1	0.00	0.00	0.46	0.0000	0.0000	0.9404
MEPCE	gi|195927006|gn|AIFM1:9131|	gi|195927006|gn|AIFM1:9131|	46_Swath_MEPCEJune7-Biorep3	0.379	0.379	1	0.58	0.58	.	0.5840	0.5840	0.1623
MEPCE	gi|14277700|gn|RPS12:6206|	gi|14277700|gn|RPS12:6206|	46_Swath_MEPCEJune7-Biorep3	1.927	1.927	1	0.00	0.00	1.36	0.0000	0.0000	0.9404
MEPCE	gi|395132450|gn|RPL13A:23521|	gi|395132450|gn|RPL13A:23521|	46_Swath_MEPCEJune7-Biorep3	1.241	1.241	1	0.98	0.98	.	0.9840	0.9840	0.0113
MEPCE	gi|38149981|gn|SNRPB2:6629|	gi|38149981|gn|SNRPB2:6629|	46_Swath_MEPCEJune7-Biorep3	0.142	0.142	1	0.00	0.00	0.19	0.0000	0.0000	0.9404
MEPCE	gi|25777615|gn|PSMD7:5713|	gi|25777615|gn|PSMD7:5713|	46_Swath_MEPCEJune7-Biorep3	0.275	0.275	1	0.00	0.00	0.71	0.0000	0.0000	0.9404
MEPCE	gi|5901922|gn|CDC37:11140|	gi|5901922|gn|CDC37:11140|	46_Swath_MEPCEJune7-Biorep3	0.546	0.546	1	0.00	0.00	0.64	0.0000	0.0000	0.9404
MEPCE	gi|20127408|gn|HADHA:3030|	gi|20127408|gn|HADHA:3030|	46_Swath_MEPCEJune7-Biorep3	0.095	0.095	1	0.00	0.00	0.18	0.0000	0.0000	0.9404
MEPCE	gi|4506701|gn|RPS23:6228|	gi|4506701|gn|RPS23:6228|	46_Swath_MEPCEJune7-Biorep3	0.802	0.802	1	0.00	0.00	1.31	0.0000	0.0000	0.9404
MEPCE	gi|5453880|gn|ANP32A:8125|	gi|5453880|gn|ANP32A:8125|	46_Swath_MEPCEJune7-Biorep3	0.310	0.310	1	0.48	0.48	.	0.4780	0.4780	0.1953
MEPCE	gi|4758304|gn|PDIA4:9601|	gi|4758304|gn|PDIA4:9601|	46_Swath_MEPCEJune7-Biorep3	0.176	0.176	1	0.00	0.00	0.25	0.0000	0.0000	0.9404
MEPCE	gi|94536840|gn|TMCO6:55374|	gi|94536840|gn|TMCO6:55374|	46_Swath_MEPCEJune7-Biorep3	0.611	0.611	1	0.91	0.91	.	0.9140	0.9140	0.0370
MEPCE	gi|5454064|gn|RBM14:10432|	gi|5454064|gn|RBM14:10432|	46_Swath_MEPCEJune7-Biorep3	1.297	1.297	1	0.00	0.00	0.93	0.0040	0.0040	0.5549
MEPCE	gi|46367787|gn|PABPC1:26986|	gi|46367787|gn|PABPC1:26986|	46_Swath_MEPCEJune7-Biorep3	0.714	0.714	1	0.00	0.00	6.78	0.0000	0.0000	0.9404
MEPCE	gi|29029559|gn|CSE1L:1434|	gi|29029559|gn|CSE1L:1434|	46_Swath_MEPCEJune7-Biorep3	0.154	0.154	1	0.00	0.00	0.57	0.0000	0.0000	0.9404
MEPCE	gi|15208660|gn|TRIM21:6737|	gi|15208660|gn|TRIM21:6737|	46_Swath_MEPCEJune7-Biorep3	1.041	1.041	1	0.00	0.00	1.15	0.0000	0.0000	0.9404
MEPCE	gi|217330646|gn|SUB1:10923|	gi|217330646|gn|SUB1:10923|	46_Swath_MEPCEJune7-Biorep3	5.444	5.444	1	0.00	0.00	4.13	0.0020	0.0020	0.6137
MEPCE	gi|4758302|gn|ERH:2079|	gi|4758302|gn|ERH:2079|	46_Swath_MEPCEJune7-Biorep3	1.775	1.775	1	0.00	0.00	1.50	0.0000	0.0000	0.9404
MEPCE	gi|226246671|gn|RPS20:6224|	gi|226246671|gn|RPS20:6224|	46_Swath_MEPCEJune7-Biorep3	2.184	2.184	1	0.00	0.00	2.08	0.0000	0.0000	0.9404
MEPCE	gi|5729877|gn|HSPA8:3312|	gi|5729877|gn|HSPA8:3312|	46_Swath_MEPCEJune7-Biorep3	4.479	4.479	1	0.00	0.00	5.88	0.0000	0.0000	0.9404
MEPCE	gi|21626468|gn|ZNF638:27332|	gi|21626468|gn|ZNF638:27332|	46_Swath_MEPCEJune7-Biorep3	0.512	0.512	1	0.00	0.00	0.50	0.0000	0.0000	0.9404
MEPCE	gi|48526509|gn|TIMM50:92609|	gi|48526509|gn|TIMM50:92609|	46_Swath_MEPCEJune7-Biorep3	0.274	0.274	1	0.65	0.65	.	0.6500	0.6500	0.1358
MEPCE	gi|148839362|gn|LSM14B:149986|	gi|148839362|gn|LSM14B:149986|	46_Swath_MEPCEJune7-Biorep3	0.321	0.321	1	0.54	0.54	.	0.5400	0.5400	0.1780
MEPCE	gi|4758158|gn|SEPT2:4735|	gi|4758158|gn|SEPT2:4735|	46_Swath_MEPCEJune7-Biorep3	0.487	0.487	1	0.00	0.00	0.48	0.0000	0.0000	0.9404
MEPCE	gi|4504511|gn|DNAJA1:3301|	gi|4504511|gn|DNAJA1:3301|	46_Swath_MEPCEJune7-Biorep3	0.245	0.245	1	0.00	0.00	0.79	0.0000	0.0000	0.9404
MEPCE	gi|29837655|gn|POLDIP3:84271|	gi|29837655|gn|POLDIP3:84271|	46_Swath_MEPCEJune7-Biorep3	0.253	0.253	1	0.00	0.00	0.31	0.0000	0.0000	0.9404
MEPCE	gi|4502747|gn|CDK9:1025|	gi|4502747|gn|CDK9:1025|	46_Swath_MEPCEJune7-Biorep3	3.457	3.457	1	0.99	0.99	.	0.9920	0.9920	0.0065
MEPCE	gi|148664216|gn|SDE2:163859|	gi|148664216|gn|SDE2:163859|	46_Swath_MEPCEJune7-Biorep3	0.776	0.776	1	0.32	0.32	.	0.3220	0.3220	0.2587
MEPCE	gi|4503507|gn|EIF2S3:1968|	gi|4503507|gn|EIF2S3:1968|	46_Swath_MEPCEJune7-Biorep3	0.637	0.637	1	0.00	0.00	1.04	0.0000	0.0000	0.9404
MEPCE	gi|4759160|gn|SNRPD3:6634|	gi|4759160|gn|SNRPD3:6634|	46_Swath_MEPCEJune7-Biorep3	2.766	2.766	1	0.00	0.00	1.64	0.0040	0.0040	0.5549
MEPCE	gi|10863945|gn|XRCC5:7520|	gi|10863945|gn|XRCC5:7520|	46_Swath_MEPCEJune7-Biorep3	3.173	3.173	1	0.01	0.01	1.91	0.0140	0.0140	0.4469
MEPCE	gi|119226260|gn|CHERP:10523|	gi|119226260|gn|CHERP:10523|	46_Swath_MEPCEJune7-Biorep3	0.148	0.148	1	0.00	0.00	0.15	0.0000	0.0000	0.9404
MEPCE	gi|21361875|gn|LTV1:84946|	gi|21361875|gn|LTV1:84946|	46_Swath_MEPCEJune7-Biorep3	0.285	0.285	1	0.00	0.00	0.21	0.0020	0.0020	0.6137
MEPCE	gi|109148542|gn|AARS:16|	gi|109148542|gn|AARS:16|	46_Swath_MEPCEJune7-Biorep3	0.286	0.286	1	0.00	0.00	0.36	0.0000	0.0000	0.9404
MEPCE	gi|4506715|gn|RPS28:6234|	gi|4506715|gn|RPS28:6234|	46_Swath_MEPCEJune7-Biorep3	2.785	2.785	1	0.00	0.00	2.36	0.0000	0.0000	0.9404
MEPCE	gi|47419914|gn|WARS:7453|	gi|47419914|gn|WARS:7453|	46_Swath_MEPCEJune7-Biorep3	0.377	0.377	1	0.00	0.00	0.33	0.0000	0.0000	0.9404
MEPCE	ENSEMBL:ENSBTAP00000016242	ENSEMBL:ENSBTAP00000016242	46_Swath_MEPCEJune7-Biorep3	7.613	7.613	1	0.00	0.00	9.07	0.0000	0.0000	0.9404
MEPCE	gi|4505995|gn|PPM1B:5495|	gi|4505995|gn|PPM1B:5495|	46_Swath_MEPCEJune7-Biorep3	3.124	3.124	1	0.00	0.00	2.93	0.0000	0.0000	0.9404
MEPCE	gi|4759158|gn|SNRPD2:6633|	gi|4759158|gn|SNRPD2:6633|	46_Swath_MEPCEJune7-Biorep3	1.754	1.754	1	0.00	0.00	1.56	0.0000	0.0000	0.9404
MEPCE	gi|34419635|gn|HSPA6:3310|	gi|34419635|gn|HSPA6:3310|	46_Swath_MEPCEJune7-Biorep3	1.272	1.272	1	0.00	0.00	1.66	0.0000	0.0000	0.9404
MEPCE	gi|4506711|gn|RPS27:6232|	gi|4506711|gn|RPS27:6232|	46_Swath_MEPCEJune7-Biorep3	0.924	0.924	1	0.00	0.00	1.10	0.0000	0.0000	0.9404
MEPCE	gi|16507237|gn|HSPA5:3309|	gi|16507237|gn|HSPA5:3309|	46_Swath_MEPCEJune7-Biorep3	1.927	1.927	1	0.00	0.00	2.06	0.0000	0.0000	0.9404
MEPCE	gi|4506619|gn|RPL24:6152|	gi|4506619|gn|RPL24:6152|	46_Swath_MEPCEJune7-Biorep3	1.218	1.218	1	0.00	0.00	1.15	0.0000	0.0000	0.9404
MEPCE	gi|312433975|gn|EIF3C:8663|	gi|312433975|gn|EIF3C:8663|	46_Swath_MEPCEJune7-Biorep3	1.029	1.029	1	0.00	0.00	7.96	0.0000	0.0000	0.9404
MEPCE	gi|34740329|gn|HNRNPA3:220988|	gi|34740329|gn|HNRNPA3:220988|	46_Swath_MEPCEJune7-Biorep3	0.914	0.914	1	0.00	0.00	1.07	0.0000	0.0000	0.9404
MEPCE	gi|38202257|gn|GANAB:23193|	gi|38202257|gn|GANAB:23193|	46_Swath_MEPCEJune7-Biorep3	1.695	1.695	1	0.00	0.00	1.45	0.0000	0.0000	0.9404
MEPCE	gi|60218913|gn|CACYBP:27101|	gi|60218913|gn|CACYBP:27101|	46_Swath_MEPCEJune7-Biorep3	0.156	0.156	1	0.00	0.00	0.22	0.0000	0.0000	0.9404
MEPCE	gi|29826335|gn|EIF2S2:8894|	gi|29826335|gn|EIF2S2:8894|	46_Swath_MEPCEJune7-Biorep3	0.476	0.476	1	0.00	0.00	0.79	0.0000	0.0000	0.9404
MEPCE	gi|6005814|gn|STK38:11329|	gi|6005814|gn|STK38:11329|	46_Swath_MEPCEJune7-Biorep3	4.198	4.198	1	0.00	0.00	5.22	0.0000	0.0000	0.9404
MEPCE	gi|16117794|gn|RPL36:25873|	gi|16117794|gn|RPL36:25873|	46_Swath_MEPCEJune7-Biorep3	0.591	0.591	1	0.71	0.71	.	0.7140	0.7140	0.1049
MEPCE	gi|63162572|gn|CCT3:7203|	gi|63162572|gn|CCT3:7203|	46_Swath_MEPCEJune7-Biorep3	1.594	1.594	1	0.00	0.00	2.08	0.0000	0.0000	0.9404
MEPCE	P05787	P05787	46_Swath_MEPCEJune7-Biorep3	1.589	1.589	1	0.00	0.00	1.55	0.0000	0.0000	0.9404
MEPCE	gi|219555707|gn|EIF5A:1984|	gi|219555707|gn|EIF5A:1984|	46_Swath_MEPCEJune7-Biorep3	0.569	0.569	1	0.00	0.00	0.52	0.0000	0.0000	0.9404
MEPCE	gi|22538467|gn|PSMB4:5692|	gi|22538467|gn|PSMB4:5692|	46_Swath_MEPCEJune7-Biorep3	1.221	1.221	1	0.00	0.00	0.84	0.0000	0.0000	0.9404
MEPCE	gi|4758648|gn|KIF5B:3799|	gi|4758648|gn|KIF5B:3799|	46_Swath_MEPCEJune7-Biorep3	0.338	0.338	1	0.00	0.00	0.79	0.0000	0.0000	0.9404
MEPCE	gi|14210536|gn|TUBB6:84617|	gi|14210536|gn|TUBB6:84617|	46_Swath_MEPCEJune7-Biorep3	1.108	1.108	1	0.00	0.00	2.14	0.0000	0.0000	0.9404
MEPCE	gi|13259508|gn|DCTN1:1639|	gi|13259508|gn|DCTN1:1639|	46_Swath_MEPCEJune7-Biorep3	0.268	0.268	1	0.00	0.00	0.41	0.0000	0.0000	0.9404
MEPCE	gi|14110414|gn|HNRNPD:3184|	gi|14110414|gn|HNRNPD:3184|	46_Swath_MEPCEJune7-Biorep3	0.942	0.942	1	0.00	0.00	1.06	0.0000	0.0000	0.9404
MEPCE	gi|15431306|gn|RPL8:6132|	gi|15431306|gn|RPL8:6132|	46_Swath_MEPCEJune7-Biorep3	1.762	1.762	1	0.96	0.96	.	0.9600	0.9600	0.0204
MEPCE	gi|7705851|gn|CHCHD2:51142|	gi|7705851|gn|CHCHD2:51142|	46_Swath_MEPCEJune7-Biorep3	1.890	1.890	1	0.89	0.89	.	0.8920	0.8920	0.0464
MEPCE	gi|31542947|gn|HSPD1:3329|	gi|31542947|gn|HSPD1:3329|	46_Swath_MEPCEJune7-Biorep3	2.757	2.757	1	0.00	0.00	3.37	0.0000	0.0000	0.9404
MEPCE	gi|224028244|gn|NONO:4841|	gi|224028244|gn|NONO:4841|	46_Swath_MEPCEJune7-Biorep3	1.700	1.700	1	0.00	0.00	2.53	0.0000	0.0000	0.9404
MEPCE	gi|207113160|gn|TCOF1:6949|	gi|207113160|gn|TCOF1:6949|	46_Swath_MEPCEJune7-Biorep3	0.674	0.674	1	0.92	0.92	.	0.9180	0.9180	0.0331
MEPCE	gi|148596949|gn|NOLC1:9221|	gi|148596949|gn|NOLC1:9221|	46_Swath_MEPCEJune7-Biorep3	1.234	1.234	1	0.60	0.60	0.26	0.6020	0.6020	0.1506
MEPCE	gi|23510356|gn|RIOK1:83732|	gi|23510356|gn|RIOK1:83732|	46_Swath_MEPCEJune7-Biorep3	1.156	1.156	1	0.00	0.00	1.18	0.0000	0.0000	0.9404
MEPCE	gi|4758504|gn|HSD17B10:3028|	gi|4758504|gn|HSD17B10:3028|	46_Swath_MEPCEJune7-Biorep3	1.243	1.243	1	0.00	0.00	1.08	0.0000	0.0000	0.9404
MEPCE	gi|21327701|gn|TAF15:8148|	gi|21327701|gn|TAF15:8148|	46_Swath_MEPCEJune7-Biorep3	0.237	0.237	1	0.00	0.00	0.28	0.0000	0.0000	0.9404
MEPCE	gi|4557809|gn|OAT:4942|	gi|4557809|gn|OAT:4942|	46_Swath_MEPCEJune7-Biorep3	1.087	1.087	1	0.01	0.01	0.67	0.0060	0.0060	0.5083
MEPCE	gi|166235169|gn|PRPF38B:55119|	gi|166235169|gn|PRPF38B:55119|	46_Swath_MEPCEJune7-Biorep3	0.518	0.518	1	0.00	0.00	0.53	0.0000	0.0000	0.9404
MEPCE	gi|5803167|gn|SF3A3:10946|	gi|5803167|gn|SF3A3:10946|	46_Swath_MEPCEJune7-Biorep3	0.361	0.361	1	0.00	0.00	0.43	0.0000	0.0000	0.9404
MEPCE	gi|4758796|gn|DRG1:4733|	gi|4758796|gn|DRG1:4733|	46_Swath_MEPCEJune7-Biorep3	0.318	0.318	1	0.00	0.00	0.31	0.0000	0.0000	0.9404
MEPCE	gi|4506695|gn|RPS19:6223|	gi|4506695|gn|RPS19:6223|	46_Swath_MEPCEJune7-Biorep3	2.478	2.478	1	0.00	0.00	1.98	0.0000	0.0000	0.9404
MEPCE	gi|4826860|gn|NHP2L1:4809|	gi|4826860|gn|NHP2L1:4809|	46_Swath_MEPCEJune7-Biorep3	1.201	1.201	1	0.96	0.96	.	0.9640	0.9640	0.0181
MEPCE	gi|56699409|gn|RBMX:27316|	gi|56699409|gn|RBMX:27316|	46_Swath_MEPCEJune7-Biorep3	1.229	1.229	1	0.00	0.00	1.27	0.0000	0.0000	0.9404
MEPCE	gi|13514809|gn|DDX3Y:8653|	gi|13514809|gn|DDX3Y:8653|	46_Swath_MEPCEJune7-Biorep3	2.037	2.037	1	0.00	0.00	6.26	0.0000	0.0000	0.9404
MEPCE	gi|4504445|gn|HNRNPA1:3178|	gi|4504445|gn|HNRNPA1:3178|	46_Swath_MEPCEJune7-Biorep3	2.679	2.679	1	0.00	0.00	2.47	0.0000	0.0000	0.9404
MEPCE	gi|28274701|gn|ZNF511:118472|	gi|28274701|gn|ZNF511:118472|	46_Swath_MEPCEJune7-Biorep3	1.194	1.194	1	0.96	0.96	.	0.9580	0.9580	0.0216
MEPCE	gi|186928854|gn|MRPS31:10240|	gi|186928854|gn|MRPS31:10240|	46_Swath_MEPCEJune7-Biorep3	0.344	0.344	1	0.44	0.44	.	0.4420	0.4420	0.2131
MEPCE	gi|42716280|gn|HDLBP:3069|	gi|42716280|gn|HDLBP:3069|	46_Swath_MEPCEJune7-Biorep3	0.283	0.283	1	0.00	0.00	0.55	0.0000	0.0000	0.9404
MEPCE	gi|28557677|gn|PHF6:84295|	gi|28557677|gn|PHF6:84295|	46_Swath_MEPCEJune7-Biorep3	0.345	0.345	1	0.00	0.00	0.22	0.0020	0.0020	0.6137
MEPCE	gi|38146107|gn|RSRC2:65117|	gi|38146107|gn|RSRC2:65117|	46_Swath_MEPCEJune7-Biorep3	0.228	0.228	1	0.00	0.00	0.23	0.0000	0.0000	0.9404
MEPCE	gi|51173724|gn|BYSL:705|	gi|51173724|gn|BYSL:705|	46_Swath_MEPCEJune7-Biorep3	0.582	0.582	1	0.01	0.01	0.32	0.0080	0.0080	0.4906
MEPCE	gi|9951915|gn|AHCY:191|	gi|9951915|gn|AHCY:191|	46_Swath_MEPCEJune7-Biorep3	0.732	0.732	1	0.00	0.00	1.33	0.0000	0.0000	0.9404
MEPCE	gi|306482646|gn|SRSF2:6427|	gi|306482646|gn|SRSF2:6427|	46_Swath_MEPCEJune7-Biorep3	1.534	1.534	1	0.00	0.00	1.63	0.0000	0.0000	0.9404
MEPCE	gi|109809739|gn|LARP7:51574|	gi|109809739|gn|LARP7:51574|	46_Swath_MEPCEJune7-Biorep3	10.938	10.938	1	0.99	0.99	.	0.9920	0.9920	0.0065
MEPCE	gi|4506723|gn|RPS3A:6189|	gi|4506723|gn|RPS3A:6189|	46_Swath_MEPCEJune7-Biorep3	4.253	4.253	1	0.00	0.00	3.92	0.0000	0.0000	0.9404
MEPCE	gi|25777600|gn|PSMD1:5707|	gi|25777600|gn|PSMD1:5707|	46_Swath_MEPCEJune7-Biorep3	0.528	0.528	1	0.00	0.00	0.60	0.0000	0.0000	0.9404
MEPCE	gi|222352151|gn|PCBP1:5093|	gi|222352151|gn|PCBP1:5093|	46_Swath_MEPCEJune7-Biorep3	0.217	0.217	1	0.00	0.00	0.46	0.0000	0.0000	0.9404
MEPCE	gi|14249158|gn|HDGFRP2:84717|	gi|14249158|gn|HDGFRP2:84717|	46_Swath_MEPCEJune7-Biorep3	0.231	0.231	1	0.00	0.00	0.29	0.0000	0.0000	0.9404
MEPCE	gi|11321601|gn|PFKP:5214|	gi|11321601|gn|PFKP:5214|	46_Swath_MEPCEJune7-Biorep3	0.248	0.248	1	0.00	0.00	0.40	0.0000	0.0000	0.9404
MEPCE	gi|7661952|gn|SART3:9733|	gi|7661952|gn|SART3:9733|	46_Swath_MEPCEJune7-Biorep3	9.315	9.315	1	0.98	0.98	0.11	0.9840	0.9840	0.0113
MEPCE	gi|20911035|gn|PPIL4:85313|	gi|20911035|gn|PPIL4:85313|	46_Swath_MEPCEJune7-Biorep3	1.452	1.452	1	0.59	0.59	0.31	0.5940	0.5940	0.1546
MEPCE	gi|11863154|gn|ARCN1:372|	gi|11863154|gn|ARCN1:372|	46_Swath_MEPCEJune7-Biorep3	0.250	0.250	1	0.00	0.00	0.45	0.0000	0.0000	0.9404
MEPCE	P08727	P08727	46_Swath_MEPCEJune7-Biorep3	0.327	0.327	1	0.00	0.00	0.76	0.0000	0.0000	0.9404
MEPCE	gi|24307939|gn|CCT5:22948|	gi|24307939|gn|CCT5:22948|	46_Swath_MEPCEJune7-Biorep3	2.969	2.969	1	0.00	0.00	3.24	0.0000	0.0000	0.9404
MEPCE	gi|4503509|gn|EIF3A:8661|	gi|4503509|gn|EIF3A:8661|	46_Swath_MEPCEJune7-Biorep3	0.853	0.853	1	0.00	0.00	10.62	0.0000	0.0000	0.9404
MEPCE	gi|4504505|gn|HSD17B4:3295|	gi|4504505|gn|HSD17B4:3295|	46_Swath_MEPCEJune7-Biorep3	1.095	1.095	1	0.00	0.00	0.87	0.0020	0.0020	0.6137
MEPCE	gi|4505753|gn|PGAM1:5223|	gi|4505753|gn|PGAM1:5223|	46_Swath_MEPCEJune7-Biorep3	0.259	0.259	1	0.00	0.00	0.42	0.0000	0.0000	0.9404
